SID,COHORT_YEAR,COHORT_TERM,STUDENT_TYPE,GRADUATION_YEAR,GRADUATION_TERM,COLLEGE_CODE,COLLEGE,DEPARTMENT_CODE,DEPARTMENT
5PZPBIRN3,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
6NSBL0JN6,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
6NSBL0JN6,2017,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
DIM6WK6O9,2018,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
488S4LQMA,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
K7R5BI4MD,2016,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
6TMRCNU4E,2021,Spring,TRN,2022,Spring,BUS,Business,ACCT,Accounting
N6Q1NE5EW,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
I3A17AGQ5,2020,Spring,TRN,2022,Spring,BUS,Business,ACCT,Accounting
GE0LZDB5B,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
22GF0S02A,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
AQ4V0UHY9,2016,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
DGTRNNU09,2014,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
ZYXSBX329,2015,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
19PXD6TOV,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
2MLEO3IE4,2020,Spring,TRN,2021,Fall,BUS,Business,ACCT,Accounting
WBA34KEH5,2019,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
NS9IMPSP1,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
TOIMHOHG3,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
FJST0DDQK,2019,Spring,TRN,2021,Fall,BUS,Business,ACCT,Accounting
FJST0DDQK,2019,Spring,TRN,2020,Fall,BUS,Business,ACCT,Accounting
CMCI0F47S,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
EJOYXY9R8,2011,Spring,TRN,2012,Fall,BUS,Business,ACCT,Accounting
HB6ZM3U83,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
00RPWT6TM,2011,Spring,TRN,2013,Spring,BUS,Business,ACCT,Accounting
IO9J6SK65,2011,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
4UKHKA5ZR,2013,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
9DHNUYJLK,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
JU95MNCF0,2013,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
X4YQ7WZN0,2013,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
BR2N0TS22,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
361UI1BL6,2011,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
NQWRWWV8A,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
GN7VW1KL8,2015,Spring,TRN,2017,Spring,BUS,Business,ACCT,Accounting
40G3LOGXV,2012,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
TTCWYM1RQ,2015,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
6YFG64DYQ,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
UBMKB7W0H,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
VJB7NMT44,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
T5SR67YPB,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
OTIYTCKCL,2012,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
QCGDTMZ19,2012,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
KSEABAVPX,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
KDQSM88DZ,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
DHRNPUBQE,2012,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
BSUV0BY58,2012,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
TUZRQCOEM,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
237WI9LI1,2012,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
JHQLLXF6L,2014,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
C042XVHI6,2011,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
DNTX2WWHH,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
2TSNDVXRX,2012,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
IWW8L3VA6,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
IS9XF5B5B,2013,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
I1JXFDDJS,2014,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
QTSQAGU4Z,2014,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
6M30V7463,2013,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
0LO40NRUY,2013,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
OXN01FMMX,2012,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
25X3ZOTEK,2015,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
7IUA0QY2T,2010,Fall,TRN,2012,Fall,BUS,Business,ACCT,Accounting
RJ4R4PO7X,2011,Spring,FYS,2014,Fall,BUS,Business,ACCT,Accounting
I98JEZSE0,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
5A5W405FK,2015,Spring,TRN,2017,Spring,BUS,Business,ACCT,Accounting
51XR7NYZN,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
X3RCGD1J6,2012,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
9L2YQEFIK,2011,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
KIYSNND7S,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
2B8IROREY,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
DC10Z1CON,2014,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
N2UAY8HW1,2012,Spring,TRN,2015,Spring,BUS,Business,ACCT,Accounting
QZM20JQS5,2011,Fall,TRN,2014,Spring,BUS,Business,ACCT,Accounting
9ZJ6DMUX8,2013,Fall,TRN,2016,Spring,BUS,Business,ACCT,Accounting
IZ0VCKM4R,2012,Fall,TRN,2015,Spring,BUS,Business,ACCT,Accounting
RSZ4EUCGU,2014,Spring,TRN,2017,Spring,BUS,Business,ACCT,Accounting
DBRVM9XRG,2010,Fall,FYS,2014,Fall,BUS,Business,ACCT,Accounting
BED3R6XW4,2010,Fall,TRN,2012,Fall,BUS,Business,ACCT,Accounting
A17SGZ2VA,2011,Spring,TRN,2013,Spring,BUS,Business,ACCT,Accounting
BOAFC838B,2010,Fall,TRN,2012,Fall,BUS,Business,ACCT,Accounting
UP18U2Q0F,2015,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
QQWXVCPDJ,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
XRGZV1L9N,2012,Fall,FYS,2016,Spring,BUS,Business,ACCT,Accounting
GVNL23AOD,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
CYAAIVTLQ,2010,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
TMBSJUTZ4,2010,Fall,FYS,2015,Spring,BUS,Business,ACCT,Accounting
EC13F56MB,2011,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
Y1HP3STBX,2011,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
2HZPA5JUM,2013,Fall,FYS,2017,Spring,BUS,Business,ACCT,Accounting
FWXCG135C,2012,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
7Q0Z7MW96,2012,Fall,FYS,2015,Fall,BUS,Business,ACCT,Accounting
36Q4Y0IW2,2015,Fall,TRN,2017,Spring,BUS,Business,ACCT,Accounting
RE3SWVVJB,2011,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
1A8VS7DP6,2014,Spring,TRN,2016,Fall,BUS,Business,ACCT,Accounting
GXPLQK3Y6,2013,Fall,TRN,2015,Fall,BUS,Business,ACCT,Accounting
65O6GS8CF,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
Y3DL88MGY,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
ZNHF4OMYO,2012,Fall,TRN,2014,Fall,BUS,Business,ACCT,Accounting
K68N1T1NK,2010,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
BYFJP50U9,2010,Fall,FYS,2014,Fall,BUS,Business,ACCT,Accounting
F0HYVQ3R5,2012,Fall,FYS,2016,Fall,BUS,Business,ACCT,Accounting
3JQAHV7U4,2014,Fall,TRN,2016,Fall,BUS,Business,ACCT,Accounting
24Z1HPW5N,2011,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
RLM58HNRV,2011,Fall,TRN,2013,Spring,BUS,Business,ACCT,Accounting
1DUQ2TY2T,2011,Fall,TRN,2013,Fall,BUS,Business,ACCT,Accounting
UW4P3TZNR,2016,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
5AGB33HFV,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
CA9NI8A4L,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
33Q6M9WNK,2014,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
8SVJY7J97,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
PHRTGTBJI,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
YV1Q2G9BS,2012,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
60FKD0N5G,2012,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
38WR7FM07,2011,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
GX89YD3PY,2012,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
7VUFQHA2V,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
VO1QZX5TF,2012,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
KB8NDG1VF,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
1BRFCGL25,2014,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
NQCRP954N,2013,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
PDHRS2RL3,2015,Spring,TRN,2017,Fall,BUS,Business,ACCT,Accounting
1YKHZSCTK,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
E7JWBSH1S,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
W0FTKQ8G9,2015,Fall,TRN,2018,Spring,BUS,Business,ACCT,Accounting
O4CCFVKRA,2015,Fall,TRN,2017,Fall,BUS,Business,ACCT,Accounting
UCCAQQRE8,2013,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
3PTAD48DG,2014,Fall,FYS,2018,Spring,BUS,Business,ACCT,Accounting
KTAN6476Q,2012,Fall,FYS,2017,Fall,BUS,Business,ACCT,Accounting
KEV3GAZ85,2016,Spring,TRN,2018,Spring,BUS,Business,ACCT,Accounting
L8C1PG61P,2017,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
TCPFI8G4E,2015,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
8YA9EPIC3,2016,Spring,TRN,2018,Fall,BUS,Business,ACCT,Accounting
BAKC7PYK7,2013,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
JFWNKZK70,2011,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
91KV78RB0,2013,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
82SNP210K,2017,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
WRTYQL807,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
PLL6D3GOB,2014,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
A56Q7OMQM,2014,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
UOYZMT36F,2017,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
PHEQNU1DQ,2014,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
KSVK8EC46,2017,Spring,TRN,2019,Spring,BUS,Business,ACCT,Accounting
ITMIGJN1S,2014,Fall,FYS,2019,Spring,BUS,Business,ACCT,Accounting
NDRLAC1E4,2016,Fall,TRN,2019,Spring,BUS,Business,ACCT,Accounting
W8Q51MQLK,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
8RLVE1ATQ,2016,Fall,TRN,2018,Fall,BUS,Business,ACCT,Accounting
EKWGYPFEM,2014,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
RZ6KMTG87,2014,Fall,FYS,2018,Fall,BUS,Business,ACCT,Accounting
6YFC7X9O2,2015,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
XW13IZ4UC,2015,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
O1FCUAWJ7,2017,Spring,TRN,2020,Spring,BUS,Business,ACCT,Accounting
A95P7V52X,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
7YILCE6C3,2017,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
CZ07R42RU,2014,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
9RAY1V77B,2018,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
C4Y4M1X5P,2017,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
F80DT9WXA,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
BPZ2H2IS0,2015,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
HTBDMLBE4,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
GDI9VTPZQ,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
99V20JS2X,2015,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
Z2K2I6P18,2014,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
JW7CTO1B6,2014,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
UG4AGH6W7,2017,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
NL9CP3829,2016,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
O8LIFFFRZ,2017,Spring,TRN,2019,Fall,BUS,Business,ACCT,Accounting
UNP692G79,2017,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
IWVDC0G43,2017,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
NML8GH7PA,2016,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
MN3IAE42N,2015,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
KDH9IUEX7,2015,Fall,FYS,2020,Spring,BUS,Business,ACCT,Accounting
4HE49HK1W,2015,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
GZFKS9YGH,2017,Spring,TRN,2019,Fall,BUS,Business,ACCT,Accounting
GLNHTX04K,2017,Fall,TRN,2020,Spring,BUS,Business,ACCT,Accounting
KPBIG43II,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
VONV4V98O,2020,Spring,TRN,2021,Spring,BUS,Business,ACCT,Accounting
FLY65VRYB,2017,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
UDTEG9M4I,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
8NGYKQ35N,2019,Spring,TRN,2021,Spring,BUS,Business,ACCT,Accounting
PEMI8FQ5V,2016,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
8A8049U4Q,2018,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
3AHTHI0WP,2016,Fall,FYS,2020,Fall,BUS,Business,ACCT,Accounting
8NXNX8LDY,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
2TZPF8RS5,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
8TRRB57U8,2018,Spring,TRN,2020,Fall,BUS,Business,ACCT,Accounting
5X4W7GKID,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
1OX8J3NKR,2019,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
KFSV9K164,2018,Fall,TRN,2020,Fall,BUS,Business,ACCT,Accounting
QDAVU6VWP,2018,Fall,TRN,2021,Spring,BUS,Business,ACCT,Accounting
R5RWTY58R,2018,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
4275OH412,2015,Fall,FYS,2021,Spring,BUS,Business,ACCT,Accounting
B68KE0QOY,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
BYBOAWS0L,2020,Spring,TRN,2021,Fall,BUS,Business,ACCT,Accounting
9AGP5MVYX,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
NZ1ZCHTQX,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
PZZJ3BO76,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
1GNGVQP99,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
OI4CDPKWG,2019,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
WVOF37Q1E,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
LZXX73W7L,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
JGJFRYPA2,2015,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
BD9H1L6AG,2018,Spring,TRN,2022,Spring,BUS,Business,ACCT,Accounting
II5WYGXKA,2017,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
GJ4EJWLOM,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
UE0AJY6SY,2020,Spring,TRN,2022,Spring,BUS,Business,ACCT,Accounting
E01LVSLLW,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
C0JLU57DM,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
AO3CU4K2J,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
ZZ8A6HY90,2018,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
4Q1QOJHXT,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
IRX8YPNP1,2018,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
WEDFQCUK6,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
1C29CFDOU,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
7WVHX2CQ8,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
GE4L157HW,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
1T7AU5E6F,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
S4H92SB8B,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
LZGM8OVIJ,2017,Fall,FYS,2021,Fall,BUS,Business,ACCT,Accounting
GK7OAL0UU,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
MN1VKEXM8,2018,Fall,FYS,2022,Spring,BUS,Business,ACCT,Accounting
KOADMB7JN,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
WOHQ00RKN,2020,Fall,TRN,2022,Spring,BUS,Business,ACCT,Accounting
JD6ZTRK6J,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
VPG72YR5F,2019,Fall,TRN,2021,Fall,BUS,Business,ACCT,Accounting
2X1XFBMV2,2014,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
2X1XFBMV2,2014,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
YFYG3BX3T,2015,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
IJLRC4SYM,2014,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
SJXRQWL23,2014,Fall,FYS,2019,Fall,BUS,Business,ACCT,Accounting
8A4OLPVWJ,2016,Fall,TRN,2019,Fall,BUS,Business,ACCT,Accounting
JOYY945NW,2019,Spring,TRN,2021,Spring,LIB,Liberal Arts,AIS,null
A3TXE36EU,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,AIS,null
RBXMEM5DU,2013,Fall,FYS,2022,Spring,LIB,Liberal Arts,AIS,null
RBXMEM5DU,2013,Fall,FYS,2017,Spring,HEA,Health,S W,Social Work
WKYKCO6DZ,2013,Fall,FYS,2021,Spring,LIB,Liberal Arts,AIS,null
UG8ZSUTBQ,2019,Fall,TRN,2021,Spring,LIB,Liberal Arts,AIS,null
MD83E1BYQ,2016,Fall,FYS,2022,Spring,LIB,Liberal Arts,AIS,null
MD83E1BYQ,2016,Fall,FYS,2020,Spring,HEA,Health,S W,Social Work
6M0GLZ05I,2017,Fall,FYS,2021,Spring,LIB,Liberal Arts,AIS,null
NKGKXKNF8,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,AIS,null
JWGLQ27JK,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,AIS,null
TO91K4HG4,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,AIS,null
VLROI8GWO,2020,Spring,TRN,2022,Spring,LIB,Liberal Arts,AIS,null
N8BJDI6OR,2019,Fall,TRN,2021,Fall,LIB,Liberal Arts,AIS,null
4W4E71H1I,2019,Fall,TRN,2021,Spring,LIB,Liberal Arts,AIS,null
MA07N3TWT,2019,Fall,TRN,2021,Spring,LIB,Liberal Arts,AIS,null
A4AN8SLJX,2017,Fall,FYS,2022,Spring,LIB,Liberal Arts,AIS,null
1MA34Y055,2017,Fall,FYS,2021,Spring,LIB,Liberal Arts,AIS,null
KWRQL2E7H,2014,Fall,TRN,2016,Spring,LIB,Liberal Arts,AMST,American Studies
7X5XP4DYG,2011,Spring,TRN,2013,Spring,LIB,Liberal Arts,AMST,American Studies
ULHZPHAAU,2013,Fall,TRN,2016,Spring,LIB,Liberal Arts,AMST,American Studies
APFOTSL66,2011,Fall,TRN,2015,Spring,LIB,Liberal Arts,AMST,American Studies
1HZ5YLXKR,2010,Fall,TRN,2014,Spring,LIB,Liberal Arts,AMST,American Studies
2EGI5QX9Z,2010,Fall,TRN,2013,Spring,LIB,Liberal Arts,AMST,American Studies
V197RVACH,2011,Spring,TRN,2016,Fall,LIB,Liberal Arts,AMST,American Studies
300EI4A6O,2010,Fall,FYS,2014,Fall,LIB,Liberal Arts,AMST,American Studies
A4SIW3YU4,2010,Fall,FYS,2016,Fall,LIB,Liberal Arts,AMST,American Studies
71HAK1306,2010,Fall,TRN,2012,Spring,LIB,Liberal Arts,AMST,American Studies
D3QTJ3P4Y,2010,Fall,FYS,2017,Fall,LIB,Liberal Arts,AMST,American Studies
50YPWFLU0,2012,Fall,FYS,2017,Fall,LIB,Liberal Arts,AMST,American Studies
7YR64XQJL,2011,Fall,FYS,2018,Spring,LIB,Liberal Arts,AMST,American Studies
YMBLF7VFQ,2016,Fall,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
Q9RM7NFJ8,2014,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
IU9IN87B6,2014,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
880AUPIM9,2015,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
5DT8W5CAK,2015,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
ZVRPYOO49,2019,Fall,TRN,2021,Spring,LIB,Liberal Arts,AMST,American Studies
44UFJ4ICQ,2013,Fall,TRN,2015,Spring,LIB,Liberal Arts,AMST,American Studies
NX3SA8CFG,2012,Fall,TRN,2017,Spring,LIB,Liberal Arts,AMST,American Studies
UEG8RZG4F,2011,Spring,FYS,2015,Spring,LIB,Liberal Arts,AMST,American Studies
TOEIT5ANE,2010,Fall,FYS,2015,Fall,LIB,Liberal Arts,AMST,American Studies
TOEIT5ANE,2010,Fall,FYS,2019,Spring,HEA,Health,REC,Recreation Studies
4ZGCS4ZNY,2011,Spring,TRN,2013,Fall,LIB,Liberal Arts,AMST,American Studies
X1KDXNMMX,2012,Fall,TRN,2017,Spring,LIB,Liberal Arts,AMST,American Studies
W8VAV8HBX,2012,Fall,TRN,2015,Fall,LIB,Liberal Arts,AMST,American Studies
7DBUVMAPD,2014,Spring,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
FD0U6SY39,2013,Fall,FYS,2018,Spring,LIB,Liberal Arts,AMST,American Studies
WE9ZW3L4V,2012,Fall,FYS,2017,Fall,LIB,Liberal Arts,AMST,American Studies
IY49QQQ2A,2013,Fall,FYS,2018,Spring,LIB,Liberal Arts,AMST,American Studies
14ODXORTV,2015,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
3P34R9POH,2014,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
X83FW1H7B,2014,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
DMIRZZBYE,2014,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
LGVRW6T6L,2015,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
GA41EG1S1,2011,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
31AV1RCYC,2015,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
09YUHL5WK,2016,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
OG28TEKR9,2014,Fall,FYS,2021,Spring,LIB,Liberal Arts,AMST,American Studies
O2NSQPZYM,2020,Spring,TRN,2021,Fall,LIB,Liberal Arts,AMST,American Studies
EPOWQMXSN,2014,Fall,TRN,2017,Spring,LIB,Liberal Arts,AMST,American Studies
PAR1O4AIM,2012,Spring,TRN,2014,Spring,LIB,Liberal Arts,AMST,American Studies
ZRYXU10OX,2012,Fall,TRN,2015,Fall,LIB,Liberal Arts,AMST,American Studies
2LCA12KC2,2011,Fall,FYS,2017,Spring,LIB,Liberal Arts,AMST,American Studies
TKHOM5CRB,2014,Spring,TRN,2017,Spring,LIB,Liberal Arts,AMST,American Studies
U0ZZXGEDQ,2011,Spring,TRN,2012,Spring,LIB,Liberal Arts,AMST,American Studies
0HNDI0KSN,2013,Fall,TRN,2015,Fall,LIB,Liberal Arts,AMST,American Studies
PSFLSS40V,2012,Fall,FYS,2016,Spring,LIB,Liberal Arts,AMST,American Studies
1C72EKTFE,2015,Fall,TRN,2017,Fall,LIB,Liberal Arts,AMST,American Studies
6UPNBM87O,2012,Fall,FYS,2018,Spring,LIB,Liberal Arts,AMST,American Studies
JYYZK1GLS,2015,Fall,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
486DD1FPV,2015,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
JSLS3CLH5,2015,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
F5QVTBDVG,2015,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
L8YNFMUP1,2013,Fall,FYS,2020,Fall,LIB,Liberal Arts,AMST,American Studies
YKKPPMMIV,2013,Fall,FYS,2021,Spring,LIB,Liberal Arts,AMST,American Studies
LUVG5EV78,2012,Fall,FYS,2021,Spring,LIB,Liberal Arts,AMST,American Studies
